%Depth	%Vp km/s	%Vs km/s	%Density g/cc	%GR	%Porosity	% Ip	% Is	%Vp/Vs	% Vclay Frac	%Sw Frac	%Sxo
2286.8110	3.0300	1.4480	2.2910	73.6530	0.2690	6.9417	3.3174	2.0925	0.3498	0.2000	1.0000
2286.9630	2.9500	1.4480	2.3330	79.2020	0.3060	6.8824	3.3782	2.0373	0.4212	0.2000	1.0000
2287.1150	2.9620	1.4540	2.3360	85.4950	0.3500	6.9192	3.3965	2.0371	0.4865	0.2000	1.0000
2287.2680	3.0570	1.5090	2.3370	91.2530	0.3870	7.1442	3.5265	2.0258	0.4826	0.2000	1.0000
2287.4200	3.0870	1.5950	2.3190	90.9100	0.3740	7.1588	3.6988	1.9354	0.4335	0.2000	1.0000
2287.5730	3.1390	1.6170	2.3160	86.5760	0.3530	7.2699	3.7450	1.9412	0.3583	0.2000	1.0000
2287.7250	3.2330	1.6220	2.2800	79.9520	0.3190	7.3712	3.6982	1.9932	0.2949	0.2000	1.0000
2287.8780	3.2630	1.6220	2.2510	74.3610	0.3000	7.3450	3.6511	2.0117	0.2608	0.2000	1.0000
2288.0300	3.2690	1.5940	2.2330	71.3590	0.2800	7.2997	3.5594	2.0508	0.2328	0.2000	1.0000
2288.1820	3.2570	1.5930	2.2200	68.8860	0.2830	7.2305	3.5365	2.0446	0.2113	0.2000	1.0000
2288.3350	3.2520	1.5930	2.2140	66.9920	0.2850	7.1999	3.5269	2.0414	0.1659	0.2000	1.0000
2288.4870	3.2530	1.6010	2.2040	62.9920	0.2810	7.1696	3.5286	2.0319	0.1733	0.2000	1.0000
2288.6400	3.2620	1.5160	2.2070	63.6410	0.2870	7.1992	3.3458	2.1517	0.1874	0.2000	1.0000
2288.7920	3.2550	1.5160	2.2160	64.8910	0.2810	7.2131	3.3595	2.1471	0.1988	0.2000	1.0000
2288.9440	3.2710	1.6080	2.2250	65.8960	0.2980	7.2780	3.5778	2.0342	0.1979	0.2000	1.0000
2289.0970	3.2770	1.6190	2.2280	65.8090	0.2860	7.3012	3.6071	2.0241	0.1768	0.2000	1.0000
2289.2490	3.2900	1.6220	2.2060	63.9510	0.2900	7.2577	3.5781	2.0284	0.1695	0.2000	1.0000
2289.4020	3.2830	1.6530	2.1930	63.3100	0.2750	7.1996	3.6250	1.9861	0.1792	0.2000	1.0000
2289.5540	3.3490	1.6460	2.1960	64.1630	0.2830	7.3544	3.6146	2.0346	0.1395	0.2000	1.0000
2289.7060	3.2640	1.6460	2.2380	60.6660	0.2610	7.3048	3.6837	1.9830	0.1377	0.2000	1.0000
2289.8590	3.2760	1.6400	2.2800	60.5040	0.2390	7.4693	3.7392	1.9976	0.1239	0.2000	1.0000
2290.0110	3.2120	1.6350	2.2760	59.2920	0.2230	7.3105	3.7213	1.9645	0.1301	0.2000	1.0000
2290.1640	3.2330	1.6130	2.2270	59.8380	0.2360	7.1999	3.5922	2.0043	0.1391	0.2000	1.0000
2290.3160	3.2420	1.5980	2.1910	60.6300	0.2600	7.1032	3.5012	2.0288	0.1070	0.2000	1.0000
2290.4680	3.1640	1.5820	2.1920	57.8000	0.2660	6.9355	3.4677	2.0000	0.0999	0.2000	1.0000
2290.6210	3.1780	1.5820	2.1960	57.1760	0.2740	6.9789	3.4741	2.0088	0.0895	0.2000	1.0000
2290.7730	3.1890	1.5480	2.1930	56.2610	0.2750	6.9935	3.3948	2.0601	0.1153	0.2000	1.0000
2290.9250	3.1910	1.5470	2.1880	58.5310	0.2800	6.9819	3.3848	2.0627	0.1399	0.2000	1.0000
2291.0780	3.1950	1.5390	2.1860	60.7010	0.2850	6.9843	3.3643	2.0760	0.1649	0.2000	1.0000
2291.2310	3.1920	1.5370	2.1880	62.9060	0.2870	6.9841	3.3630	2.0768	0.1472	0.2000	1.0000
2291.3830	3.2160	1.5250	2.1890	61.3470	0.2790	7.0398	3.3382	2.1089	0.1386	0.2000	1.0000
2291.5350	3.2010	1.5250	2.1870	60.5840	0.2650	7.0006	3.3352	2.0990	0.1240	0.2000	1.0000
2291.6880	3.2140	1.5220	2.1870	59.2960	0.2760	7.0290	3.3286	2.1117	0.1357	0.2000	1.0000
2291.8400	3.2240	1.5150	2.1880	60.3270	0.2880	7.0541	3.3148	2.1281	0.1356	0.2000	1.0000
2291.9920	3.2240	1.5100	2.1900	60.3190	0.3060	7.0606	3.3069	2.1351	0.1704	0.2000	1.0000
2292.1450	3.1970	1.5210	2.1890	63.3920	0.2960	6.9982	3.3295	2.1019	0.2418	0.2000	1.0000
2292.2970	3.1690	1.5170	2.2230	69.6840	0.3100	7.0447	3.3723	2.0890	0.3139	0.2000	1.0000
2292.4500	3.1380	1.5170	2.2760	76.0360	0.3070	7.1421	3.4527	2.0686	0.3698	0.2000	1.0000
2292.6020	3.0580	1.5100	2.3120	80.9610	0.3150	7.0701	3.4911	2.0252	0.4081	0.2000	1.0000
2292.7540	3.0460	1.5060	2.3040	84.3410	0.3040	7.0180	3.4698	2.0226	0.4416	0.2000	1.0000
2292.9070	3.0960	1.5110	2.2790	87.2920	0.3130	7.0558	3.4436	2.0490	0.4226	0.2000	1.0000
2293.0590	3.0960	1.5390	2.2670	85.6180	0.3160	7.0186	3.4889	2.0117	0.3995	0.2000	1.0000
2293.2120	3.1190	1.5420	2.2730	83.5850	0.3150	7.0895	3.5050	2.0227	0.3848	0.2000	1.0000
2293.3640	3.1710	1.5420	2.2770	82.2840	0.3220	7.2204	3.5111	2.0564	0.3663	0.2000	1.0000
2293.5160	3.1920	1.5600	2.2630	80.6590	0.3300	7.2235	3.5303	2.0462	0.3153	0.2000	1.0000
2293.6690	3.2140	1.5730	2.2380	76.1570	0.3240	7.1929	3.5204	2.0432	0.2475	0.2000	1.0000
2293.8210	3.2140	1.5830	2.2080	70.1820	0.2940	7.0965	3.4953	2.0303	0.2138	0.2000	1.0000
2293.9740	3.2110	1.5650	2.2030	67.2170	0.2760	7.0738	3.4477	2.0518	0.1951	0.2000	1.0000
2294.1260	3.2010	1.5120	2.2040	65.5690	0.2810	7.0550	3.3324	2.1171	0.1641	0.2000	1.0000
2294.2780	3.1940	1.5120	2.2090	62.8370	0.2830	7.0555	3.3400	2.1124	0.1540	0.2000	1.0000
2294.4310	3.1910	1.4960	2.2050	61.9440	0.2850	7.0362	3.2987	2.1330	0.1419	0.2000	1.0000
2294.5830	3.1860	1.5760	2.2090	60.8810	0.2840	7.0379	3.4814	2.0216	0.1588	0.2000	1.0000
2294.7360	3.1800	1.5550	2.2050	62.3700	0.2900	7.0119	3.4288	2.0450	0.1540	0.2000	1.0000
2294.8880	3.1840	1.5240	2.2030	61.9460	0.2760	7.0144	3.3574	2.0892	0.1655	0.2000	1.0000
2295.0400	3.1940	1.5250	2.1990	62.9530	0.2780	7.0236	3.3535	2.0944	0.1915	0.2000	1.0000
2295.1930	3.1960	1.5250	2.1990	65.2520	0.2820	7.0280	3.3535	2.0957	0.1908	0.2000	1.0000
2295.3450	3.2070	1.5010	2.1990	65.1840	0.2880	7.0522	3.3007	2.1366	0.2138	0.2000	1.0000
2295.4980	3.2110	1.5110	2.1950	67.2160	0.2810	7.0481	3.3166	2.1251	0.2141	0.2000	1.0000
2295.6500	3.2410	1.5190	2.1890	67.2420	0.2730	7.0945	3.3251	2.1336	0.2149	0.2000	1.0000
2295.8020	3.2290	1.5690	2.1990	67.3110	0.2760	7.1006	3.4502	2.0580	0.1529	0.2000	1.0000
2295.9550	3.2210	1.5600	2.2040	61.8500	0.2850	7.0991	3.4382	2.0647	0.1592	0.2000	1.0000
2296.1070	3.2180	1.5600	2.2030	62.3970	0.2760	7.0893	3.4367	2.0628	0.1645	0.2000	1.0000
2296.2600	3.2200	1.5570	2.1950	62.8710	0.2690	7.0679	3.4176	2.0681	0.1820	0.2000	1.0000
2296.4120	3.2120	1.5340	2.2000	64.4110	0.2670	7.0664	3.3748	2.0939	0.1628	0.2000	1.0000
2296.5640	3.2010	1.5670	2.2030	62.7170	0.2890	7.0518	3.4521	2.0428	0.1863	0.2000	1.0000
2296.7170	3.2050	1.5700	2.2040	64.7890	0.2900	7.0638	3.4603	2.0414	0.2144	0.2000	1.0000
2296.8690	3.2080	1.5700	2.2080	67.2660	0.2950	7.0833	3.4666	2.0433	0.2054	0.2000	1.0000
2297.0210	3.2200	1.5300	2.2040	66.4720	0.2840	7.0969	3.3721	2.1046	0.1643	0.2000	1.0000
2297.1740	3.2030	1.5300	2.2030	62.8550	0.2960	7.0562	3.3706	2.0935	0.1852	0.2000	1.0000
2297.3260	3.2210	1.5250	2.1950	64.6960	0.2840	7.0701	3.3474	2.1121	0.2025	0.2000	1.0000
2297.4790	3.2170	1.4920	2.2090	66.2180	0.2790	7.1064	3.2958	2.1562	0.2342	0.2000	1.0000
2297.6310	3.1820	1.4770	2.2130	69.0110	0.2770	7.0418	3.2686	2.1544	0.2367	0.2000	1.0000
2297.7840	3.0680	1.4770	2.2230	69.2330	0.2870	6.8202	3.2834	2.0772	0.1957	0.2000	1.0000
2297.9360	3.0150	1.4710	2.1900	65.6150	0.2950	6.6029	3.2215	2.0496	0.1489	0.2000	1.0000
2298.0880	2.9950	1.3660	2.1690	61.4910	0.3080	6.4962	2.9629	2.1925	0.0861	0.2000	1.0000
2298.2410	3.0010	1.3480	2.1530	55.9550	0.3090	6.4612	2.9022	2.2263	0.0981	0.2000	1.0000
2298.3930	2.9750	1.3450	2.1600	57.0120	0.3130	6.4260	2.9052	2.2119	0.1318	0.2000	1.0000
2298.5460	2.9990	1.3800	2.1560	59.9870	0.3190	6.4658	2.9753	2.1732	0.1961	0.2000	1.0000
2298.6980	3.0090	1.3800	2.1690	65.6570	0.3210	6.5265	2.9932	2.1804	0.2560	0.2000	1.0000
2298.8500	3.0790	1.3700	2.2030	70.9340	0.3210	6.7830	3.0181	2.2474	0.3397	0.2000	1.0000
2299.0030	3.1240	1.3990	2.2730	78.3140	0.3140	7.1009	3.1799	2.2330	0.4230	0.2000	1.0000
2299.1550	3.1220	1.4620	2.3230	85.6540	0.3190	7.2524	3.3962	2.1354	0.4379	0.2000	1.0000
2299.3080	3.1430	1.5160	2.3430	86.9650	0.3090	7.3640	3.5520	2.0732	0.4117	0.2000	1.0000
2299.4600	3.1450	1.2460	2.3130	84.6570	0.3010	7.2744	2.8820	2.5241	0.3684	0.2000	1.0000
2299.6120	3.1330	1.2460	2.2920	80.8370	0.2930	7.1808	2.8558	2.5144	0.3370	0.2000	1.0000
2299.7650	3.1490	1.4820	2.2590	78.0730	0.2970	7.1136	3.3478	2.1248	0.2724	0.2000	1.0000
2299.9170	3.1180	1.5430	2.2200	72.3750	0.2880	6.9220	3.4255	2.0207	0.1657	0.2000	1.0000
2300.0700	3.1070	1.5490	2.1870	62.9730	0.2830	6.7950	3.3877	2.0058	0.1657	0.2000	1.0000
